,user_id,movie_id,rating,movie_title
89,292,287,3,Scream
90,98,180,5,Return of the Jedi
91,295,257,5,Contact
92,62,49,4,Star Wars
93,68,299,3,Air Force One
94,285,257,4,Contact
95,183,99,5,Fargo
96,141,180,5,Return of the Jedi
97,274,257,3,Contact
98,161,180,4,Return of the Jedi
99,5,293,2,Liar Liar
100,206,120,3,Independence Day
101,172,285,5,"English Patient, The"
102,130,99,5,Fargo
103,196,293,4,Liar Liar
104,188,0,5,Toy Story
105,233,49,4,Star Wars
106,235,285,5,"English Patient, The"
107,96,49,5,Star Wars
108,149,120,2,Independence Day
109,116,49,5,Star Wars
110,69,49,4,Star Wars
111,319,293,4,Liar Liar
112,149,99,2,Fargo
113,317,49,2,Star Wars
114,101,299,3,Air Force One
115,306,99,3,Fargo
116,144,0,3,Toy Story
117,108,99,4,Fargo
118,144,49,5,Star Wars
119,123,49,3,Star Wars
120,252,49,4,Star Wars
121,296,285,5,"English Patient, The"
122,146,257,4,Contact
123,41,120,4,Independence Day
124,175,293,2,Liar Liar
125,137,120,4,Independence Day
126,306,257,5,Contact
127,310,180,4,Return of the Jedi
128,253,285,1,"English Patient, The"
129,240,293,3,Liar Liar
130,175,287,3,Scream
131,164,257,5,Contact
132,194,180,5,Return of the Jedi
133,73,287,3,Scream
134,210,299,2,Air Force One
135,157,0,4,Toy Story
136,295,285,5,"English Patient, The"
137,161,120,4,Independence Day
138,177,120,5,Independence Day
139,74,120,4,Independence Day
140,245,120,4,Independence Day
141,273,287,4,Scream
142,270,120,2,Independence Day
143,0,120,4,Independence Day
144,293,287,5,Scream
145,66,0,3,Toy Story
146,260,293,4,Liar Liar
147,236,99,5,Fargo
148,112,293,4,Liar Liar
149,270,49,5,Star Wars
150,178,257,5,Contact
151,261,257,4,Contact
152,231,0,4,Toy Story
153,68,257,4,Contact
154,253,49,5,Star Wars
155,328,99,4,Fargo
156,85,257,5,Contact
157,196,287,3,Scream
158,149,0,4,Toy Story
159,58,120,4,Independence Day
160,132,257,5,Contact
161,288,0,3,Toy Story
162,243,99,4,Fargo
163,270,299,2,Air Force One
164,325,49,5,Star Wars
165,267,120,2,Independence Day
166,25,285,3,"English Patient, The"
167,162,287,3,Scream
168,256,257,3,Contact
169,326,299,2,Air Force One
170,42,285,4,"English Patient, The"
171,190,287,3,Scream
172,283,257,4,Contact
173,6,299,4,Air Force One
174,212,49,5,Star Wars
175,194,99,5,Fargo
176,29,180,4,Return of the Jedi
177,222,257,1,Contact
178,172,299,4,Air Force One
179,291,99,5,Fargo
180,223,257,3,Contact
181,284,287,5,Scream
182,296,299,3,Air Force One
183,12,299,1,Air Force One
184,285,99,3,Fargo
185,79,49,3,Star Wars
186,215,285,4,"English Patient, The"
187,202,293,2,Liar Liar
188,116,0,4,Toy Story
189,103,99,4,Fargo
190,48,0,2,Toy Story
191,321,49,5,Star Wars
192,27,49,4,Star Wars
193,105,285,4,"English Patient, The"
194,210,180,1,Return of the Jedi
195,266,49,5,Star Wars
196,234,99,4,Fargo
197,125,257,4,Contact
198,2,293,2,Liar Liar
199,120,120,2,Independence Day
200,208,257,2,Contact
201,129,49,5,Star Wars
202,245,293,2,Liar Liar
203,153,285,4,"English Patient, The"
204,21,293,1,Liar Liar
205,227,287,4,Scream
206,177,287,5,Scream
207,254,257,4,Contact
208,56,293,4,Liar Liar
209,99,287,2,Scream
210,333,99,5,Fargo
211,261,49,2,Star Wars
212,222,0,4,Toy Story
213,196,180,5,Return of the Jedi
214,279,99,3,Fargo
215,309,257,3,Contact
216,150,299,4,Air Force One
217,158,257,4,Contact
218,317,285,3,"English Patient, The"
219,329,120,4,Independence Day
220,229,49,5,Star Wars
221,238,285,1,"English Patient, The"
222,137,99,5,Fargo
223,15,287,3,Scream
224,134,293,4,Liar Liar
225,109,299,3,Air Force One
226,179,120,5,Independence Day
227,39,257,3,Contact
228,165,287,3,Scream
229,249,293,1,Liar Liar
230,213,120,4,Independence Day
231,63,99,4,Fargo
232,180,285,1,"English Patient, The"
233,199,285,4,"English Patient, The"
234,220,99,5,Fargo
235,176,299,2,Air Force One
236,143,285,4,"English Patient, The"
237,338,287,3,Scream
238,238,287,2,Scream
239,38,257,4,Contact
240,315,49,1,Star Wars
241,15,293,4,Liar Liar
242,25,99,5,Fargo
243,219,287,5,Scream
244,20,287,3,Scream
245,247,180,4,Return of the Jedi
246,205,287,5,Scream
247,75,99,5,Fargo
248,326,49,3,Star Wars
249,13,99,5,Fargo
250,157,99,5,Fargo
251,298,49,4,Star Wars
252,55,0,4,Toy Story
253,75,257,3,Contact
254,72,285,4,"English Patient, The"
255,144,285,3,"English Patient, The"
256,292,299,2,Air Force One
257,302,180,5,Return of the Jedi
258,101,120,3,Independence Day
259,154,293,3,Liar Liar
260,250,257,3,Contact
261,78,287,3,Scream
262,9,293,3,Liar Liar
263,343,180,3,Return of the Jedi
264,52,99,5,Fargo
265,206,293,3,Liar Liar
266,64,120,4,Independence Day
267,85,285,3,"English Patient, The"
268,143,49,5,Star Wars
269,341,287,5,Scream
270,298,285,4,"English Patient, The"
271,61,293,1,Liar Liar
272,58,257,3,Contact
273,7,293,3,Liar Liar
274,16,0,4,Toy Story
275,126,285,1,"English Patient, The"
276,82,293,3,Liar Liar
277,27,99,5,Fargo
278,44,120,4,Independence Day
279,62,287,3,Scream
280,339,0,5,Toy Story
281,239,299,3,Air Force One
282,150,99,3,Fargo
283,316,299,4,Air Force One
284,192,287,1,Scream
285,340,293,3,Liar Liar
286,58,99,5,Fargo
287,250,120,4,Independence Day
288,239,287,5,Scream
289,95,99,5,Fargo
290,237,180,3,Return of the Jedi
291,203,257,2,Contact
292,310,257,4,Contact
293,247,99,4,Fargo
294,161,49,5,Star Wars
295,76,180,3,Return of the Jedi
296,176,0,3,Toy Story
297,245,99,4,Fargo
298,252,293,4,Liar Liar
299,47,49,4,Star Wars
300,199,120,5,Independence Day
301,0,257,5,Contact
302,189,299,4,Air Force One
303,8,285,5,"English Patient, The"
304,112,99,4,Fargo
305,281,257,5,Contact
306,140,49,4,Star Wars
307,31,99,3,Fargo
308,250,49,5,Star Wars
309,98,257,5,Contact
310,61,99,4,Fargo
311,102,299,3,Air Force One
312,233,293,3,Liar Liar
313,71,180,1,Return of the Jedi
314,126,299,5,Air Force One
315,78,285,5,"English Patient, The"
316,17,285,5,"English Patient, The"
317,168,180,5,Return of the Jedi
318,344,120,3,Independence Day
319,48,257,2,Contact
320,354,299,4,Air Force One
321,45,287,2,Scream
322,305,99,4,Fargo
323,330,99,4,Fargo
324,116,120,4,Independence Day
325,193,0,4,Toy Story
326,331,257,5,Contact
327,232,285,3,"English Patient, The"
328,249,0,4,Toy Story
329,42,299,5,Air Force One
330,296,49,5,Star Wars
331,322,99,4,Fargo
332,279,285,4,"English Patient, The"
333,52,180,4,Return of the Jedi
334,237,299,4,Air Force One
335,324,180,4,Return of the Jedi
336,86,299,3,Air Force One
337,116,257,4,Contact
338,228,285,4,"English Patient, The"
339,17,180,3,Return of the Jedi
340,362,287,4,Scream
341,63,180,4,Return of the Jedi
342,172,293,5,Liar Liar
343,212,0,2,Toy Story
344,32,257,4,Contact
345,136,49,5,Star Wars
346,115,293,2,Liar Liar
347,347,287,5,Scream
348,153,49,5,Star Wars
349,256,49,5,Star Wars
350,106,257,4,Contact
351,268,49,3,Star Wars
352,349,0,4,Toy Story
353,347,0,4,Toy Story
354,104,257,5,Contact
355,130,0,4,Toy Story
356,122,49,3,Star Wars
357,160,285,2,"English Patient, The"
358,199,293,4,Liar Liar
359,326,287,4,Scream
360,133,299,3,Air Force One
361,331,299,5,Air Force One
362,107,180,3,Return of the Jedi
363,13,180,5,Return of the Jedi
364,194,257,4,Contact
365,364,257,4,Contact
366,188,120,2,Independence Day
367,93,49,5,Star Wars
368,259,299,3,Air Force One
369,329,49,5,Star Wars
370,66,120,4,Independence Day
371,205,257,4,Contact
372,331,287,5,Scream
373,367,49,4,Star Wars
374,204,257,3,Contact
375,105,0,4,Toy Story
376,328,257,3,Contact
377,188,99,4,Fargo
378,269,285,5,"English Patient, The"
379,183,257,3,Contact
380,5,285,2,"English Patient, The"
381,127,299,5,Air Force One
382,329,180,5,Return of the Jedi
383,133,257,4,Contact
384,107,120,3,Independence Day
385,297,285,4,"English Patient, The"
386,13,120,3,Independence Day
387,303,287,3,Scream
388,233,0,3,Toy Story
389,85,299,3,Air Force One
390,53,120,4,Independence Day
391,116,287,3,Scream
392,189,293,3,Liar Liar
393,76,49,4,Star Wars
394,320,49,4,Star Wars
395,302,287,4,Scream
396,165,257,4,Contact
397,327,99,5,Fargo
398,61,120,4,Independence Day
399,380,49,5,Star Wars
400,331,180,5,Return of the Jedi
401,213,293,3,Liar Liar
402,256,287,3,Scream
403,255,293,3,Liar Liar
404,67,287,4,Scream
405,175,99,5,Fargo
406,203,285,3,"English Patient, The"
407,264,180,2,Return of the Jedi
408,216,257,1,Contact
409,106,299,1,Air Force One
410,91,180,4,Return of the Jedi
411,14,285,2,"English Patient, The"
412,55,180,5,Return of the Jedi
413,275,120,4,Independence Day
414,276,285,5,"English Patient, The"
415,73,99,4,Fargo
416,127,293,4,Liar Liar
417,167,257,4,Contact
418,42,49,4,Star Wars
419,248,99,5,Fargo
420,312,99,5,Fargo
421,93,257,5,Contact
422,42,0,5,Toy Story
423,356,293,4,Liar Liar
424,231,180,4,Return of the Jedi
425,285,49,4,Star Wars
426,21,120,3,Independence Day
427,158,285,1,"English Patient, The"
428,361,257,4,Contact
429,226,285,3,"English Patient, The"
430,246,49,5,Star Wars
431,2,299,2,Air Force One
432,19,0,3,Toy Story
433,346,287,5,Scream
434,248,120,3,Independence Day
435,67,49,5,Star Wars
436,346,299,5,Air Force One
437,177,285,3,"English Patient, The"
438,149,49,5,Star Wars
439,84,299,3,Air Force One
440,20,120,1,Independence Day
441,262,293,2,Liar Liar
442,89,99,5,Fargo
443,298,99,3,Fargo
444,287,299,5,Air Force One
445,245,0,4,Toy Story
446,343,287,4,Scream
447,98,99,5,Fargo
448,88,120,5,Independence Day
449,270,257,3,Contact
450,213,49,3,Star Wars
451,255,180,4,Return of the Jedi
452,328,299,4,Air Force One
453,93,0,4,Toy Story
454,72,99,4,Fargo
455,154,285,4,"English Patient, The"
456,49,285,2,"English Patient, The"
457,173,287,3,Scream
458,278,0,3,Toy Story
459,210,285,4,"English Patient, The"
460,90,180,5,Return of the Jedi
461,326,293,3,Liar Liar
462,360,285,5,"English Patient, The"
463,385,120,3,Independence Day
464,269,287,5,Scream
465,243,257,5,Contact
466,29,285,5,"English Patient, The"
467,40,99,4,Fargo
468,274,299,4,Air Force One
469,209,49,5,Star Wars
470,4,99,5,Fargo
471,37,0,5,Toy Story
472,256,99,5,Fargo
473,270,293,2,Liar Liar
474,10,99,4,Fargo
475,27,293,3,Liar Liar
476,356,257,4,Contact
477,127,0,4,Toy Story
478,95,0,5,Toy Story
479,291,287,3,Scream
480,157,49,4,Star Wars
481,347,293,4,Liar Liar
482,198,293,1,Liar Liar
483,302,293,4,Liar Liar
484,192,257,3,Contact
485,278,49,3,Star Wars
486,12,99,5,Fargo
487,163,299,5,Air Force One
488,181,120,3,Independence Day
489,140,287,3,Scream
490,304,99,3,Fargo
491,339,180,4,Return of the Jedi
492,74,99,5,Fargo
493,181,99,3,Fargo
494,202,0,3,Toy Story
495,130,285,5,"English Patient, The"
496,243,293,4,Liar Liar
497,222,285,1,"English Patient, The"
498,188,293,5,Liar Liar
499,115,285,3,"English Patient, The"
500,185,287,1,Scream
501,156,0,5,Toy Story
502,164,180,5,Return of the Jedi
503,6,180,3,Return of the Jedi
504,93,99,5,Fargo
505,104,285,4,"English Patient, The"
506,376,287,5,Scream
507,287,49,4,Star Wars
508,53,257,4,Contact
509,292,180,3,Return of the Jedi
510,167,287,1,Scream
511,126,287,5,Scream
512,279,49,3,Star Wars
513,24,49,5,Star Wars
514,193,285,1,"English Patient, The"
515,345,293,3,Liar Liar
516,322,285,3,"English Patient, The"
517,100,120,4,Independence Day
518,397,180,4,Return of the Jedi
519,44,99,5,Fargo
520,242,285,4,"English Patient, The"
521,314,99,5,Fargo
522,157,285,4,"English Patient, The"
523,23,293,3,Liar Liar
524,143,180,4,Return of the Jedi
525,279,180,3,Return of the Jedi
526,276,120,2,Independence Day
527,310,0,4,Toy Story
528,165,299,5,Air Force One
529,23,285,5,"English Patient, The"
530,367,287,3,Scream
531,322,299,2,Air Force One
532,139,257,3,Contact
533,75,287,2,Scream
534,338,180,4,Return of the Jedi
535,221,287,4,Scream
536,62,299,4,Air Force One
537,71,120,3,Independence Day
538,68,99,5,Fargo
539,141,287,3,Scream
540,243,180,4,Return of the Jedi
541,23,257,4,Contact
542,26,120,4,Independence Day
543,205,293,2,Liar Liar
544,302,299,1,Air Force One
545,71,99,5,Fargo
546,45,180,4,Return of the Jedi
547,163,180,5,Return of the Jedi
548,233,299,3,Air Force One
549,196,285,1,"English Patient, The"
550,3,293,5,Liar Liar
551,211,285,4,"English Patient, The"
552,196,257,4,Contact
553,352,285,5,"English Patient, The"
554,351,180,4,Return of the Jedi
555,313,287,5,Scream
556,101,49,4,Star Wars
557,111,299,4,Air Force One
558,391,257,2,Contact
559,228,257,2,Contact
560,230,120,4,Independence Day
561,377,287,3,Scream
562,366,99,5,Fargo
563,208,49,5,Star Wars
564,143,299,3,Air Force One
565,176,99,5,Fargo
566,29,293,4,Liar Liar
567,69,120,3,Independence Day
568,102,49,5,Star Wars
569,120,293,4,Liar Liar
570,237,120,4,Independence Day
571,247,293,3,Liar Liar
572,108,293,4,Liar Liar
573,124,0,4,Toy Story
574,307,180,4,Return of the Jedi
575,214,257,3,Contact
576,283,285,4,"English Patient, The"
577,298,180,3,Return of the Jedi
578,285,0,4,Toy Story
579,82,0,4,Toy Story
580,129,285,5,"English Patient, The"
581,278,120,4,Independence Day
582,267,257,2,Contact
583,219,285,5,"English Patient, The"
584,291,299,4,Air Force One
585,341,99,5,Fargo
586,386,287,3,Scream
587,346,285,3,"English Patient, The"
588,162,285,3,"English Patient, The"
589,388,99,5,Fargo
590,55,293,4,Liar Liar
591,273,293,3,Liar Liar
592,281,293,4,Liar Liar
593,344,99,5,Fargo
594,300,0,4,Toy Story
595,10,299,3,Air Force One
596,15,299,5,Air Force One
597,376,99,3,Fargo
598,183,285,4,"English Patient, The"
599,82,180,4,Return of the Jedi
600,397,49,5,Star Wars
601,378,49,4,Star Wars
602,408,49,5,Star Wars
603,177,180,5,Return of the Jedi
604,56,99,5,Fargo
605,150,120,5,Independence Day
606,385,49,4,Star Wars
607,138,285,4,"English Patient, The"
608,406,49,4,Star Wars
609,402,120,5,Independence Day
610,112,285,4,"English Patient, The"
611,145,299,3,Air Force One
612,6,120,5,Independence Day
613,100,49,4,Star Wars
614,195,285,5,"English Patient, The"
615,368,180,5,Return of the Jedi
616,408,287,1,Scream
617,392,293,4,Liar Liar
618,254,287,4,Scream
619,151,285,5,"English Patient, The"
620,293,299,4,Air Force One
621,264,257,4,Contact
622,135,99,5,Fargo
623,200,49,4,Star Wars
624,3,287,4,Scream
625,409,299,3,Air Force One
626,344,0,3,Toy Story
627,282,287,2,Scream
628,275,287,4,Scream
629,98,287,4,Scream
630,125,287,4,Scream
631,378,293,3,Liar Liar
632,338,285,5,"English Patient, The"
633,399,299,4,Air Force One
634,12,293,2,Liar Liar
635,52,257,4,Contact
636,202,49,5,Star Wars
637,75,120,2,Independence Day
638,276,180,3,Return of the Jedi
639,72,287,3,Scream
640,337,293,1,Liar Liar
641,304,257,4,Contact
642,198,285,5,"English Patient, The"
643,17,0,5,Toy Story
644,76,99,3,Fargo
645,321,0,2,Toy Story
646,185,99,4,Fargo
647,343,285,3,"English Patient, The"
648,295,120,5,Independence Day
649,267,180,4,Return of the Jedi
650,63,0,4,Toy Story
651,389,99,5,Fargo
652,103,287,2,Scream
653,319,99,4,Fargo
654,301,257,3,Contact
655,282,49,5,Star Wars
656,229,180,4,Return of the Jedi
657,326,257,1,Contact
658,128,257,2,Contact
659,213,287,3,Scream
660,223,293,4,Liar Liar
661,167,99,4,Fargo
662,61,285,3,"English Patient, The"
663,65,287,4,Scream
664,144,99,5,Fargo
665,363,287,4,Scream
666,44,0,5,Toy Story
667,91,287,3,Scream
668,20,99,5,Fargo
669,246,0,4,Toy Story
670,26,99,5,Fargo
671,48,293,1,Liar Liar
672,327,293,3,Liar Liar
673,238,99,3,Fargo
674,222,293,4,Liar Liar
675,23,99,5,Fargo
676,61,180,4,Return of the Jedi
677,328,180,4,Return of the Jedi
678,119,285,5,"English Patient, The"
679,42,180,4,Return of the Jedi
680,355,299,3,Air Force One
681,127,49,4,Star Wars
682,389,180,4,Return of the Jedi
683,101,180,2,Return of the Jedi
684,203,0,2,Toy Story
685,378,299,3,Air Force One
686,199,49,5,Star Wars
687,57,49,4,Star Wars
688,6,287,4,Scream
689,373,120,4,Independence Day
690,53,49,5,Star Wars
691,298,293,2,Liar Liar
692,310,49,5,Star Wars
693,177,293,2,Liar Liar
694,346,293,1,Liar Liar
695,360,99,5,Fargo
696,75,285,5,"English Patient, The"
697,333,299,3,Air Force One
698,39,293,4,Liar Liar
699,377,257,4,Contact
700,19,120,3,Independence Day
701,308,299,3,Air Force One
702,212,120,5,Independence Day
703,270,0,3,Toy Story
704,359,180,4,Return of the Jedi
705,7,257,5,Contact
706,307,99,5,Fargo
707,280,257,2,Contact
708,40,0,4,Toy Story
709,391,285,2,"English Patient, The"
710,283,299,3,Air Force One
711,129,287,5,Scream
712,345,120,4,Independence Day
713,95,49,5,Star Wars
714,3,49,5,Star Wars
715,273,0,4,Toy Story
716,248,299,4,Air Force One
717,94,180,4,Return of the Jedi
718,415,293,4,Liar Liar
719,400,293,1,Liar Liar
720,114,180,4,Return of the Jedi
721,20,293,3,Liar Liar
722,400,49,1,Star Wars
723,323,257,4,Contact
724,300,299,4,Air Force One
725,337,99,4,Fargo
726,251,99,5,Fargo
727,361,287,4,Scream
728,323,299,5,Air Force One
729,221,0,4,Toy Story
730,47,285,3,"English Patient, The"
731,55,257,4,Contact
732,377,99,4,Fargo
733,14,0,1,Toy Story
734,70,49,3,Star Wars
735,58,49,5,Star Wars
736,158,120,3,Independence Day
737,108,120,5,Independence Day
738,421,257,4,Contact
739,101,285,3,"English Patient, The"
740,430,285,4,"English Patient, The"
741,271,287,4,Scream
742,192,99,5,Fargo
743,175,49,5,Star Wars
744,392,49,5,Star Wars
745,403,293,4,Liar Liar
746,134,257,4,Contact
747,366,287,5,Scream
748,426,299,4,Air Force One
749,290,293,5,Liar Liar
750,199,257,4,Contact
751,223,299,4,Air Force One
752,377,120,4,Independence Day
753,187,180,3,Return of the Jedi
754,226,120,2,Independence Day
755,163,120,5,Independence Day
756,13,49,5,Star Wars
757,93,287,3,Scream
758,22,0,5,Toy Story
759,352,299,3,Air Force One
760,118,99,5,Fargo
761,250,180,4,Return of the Jedi
762,180,257,3,Contact
763,209,299,4,Air Force One
764,11,49,4,Star Wars
765,393,180,4,Return of the Jedi
766,111,285,4,"English Patient, The"
767,140,0,3,Toy Story
768,405,180,5,Return of the Jedi
769,221,299,5,Air Force One
770,73,120,4,Independence Day
771,393,120,4,Independence Day
772,47,180,5,Return of the Jedi
773,431,49,5,Star Wars
774,377,285,5,"English Patient, The"
775,380,99,4,Fargo
776,379,180,3,Return of the Jedi
777,377,49,4,Star Wars
778,206,99,2,Fargo
779,85,287,3,Scream
780,446,120,5,Independence Day
781,132,293,3,Liar Liar
782,347,99,4,Fargo
783,201,285,1,"English Patient, The"
784,394,120,3,Independence Day
785,0,99,5,Fargo
786,299,99,3,Fargo
787,253,257,4,Contact
788,264,299,5,Air Force One
789,20,257,4,Contact
790,320,99,4,Fargo
791,84,285,4,"English Patient, The"
792,384,180,1,Return of the Jedi
793,384,285,3,"English Patient, The"
794,340,287,4,Scream
795,342,120,2,Independence Day
796,329,285,5,"English Patient, The"
797,422,257,5,Contact
798,244,49,4,Star Wars
799,25,293,3,Liar Liar
800,180,287,4,Scream
801,185,299,5,Air Force One
802,358,0,4,Toy Story
803,374,299,4,Air Force One
804,449,99,4,Fargo
805,113,99,5,Fargo
806,216,120,1,Independence Day
807,222,299,3,Air Force One
808,177,257,4,Contact
809,324,285,4,"English Patient, The"
810,338,257,3,Contact
811,328,287,2,Scream
812,349,285,5,"English Patient, The"
813,390,285,4,"English Patient, The"
814,18,257,4,Contact
815,114,49,5,Star Wars
816,400,99,4,Fargo
817,225,257,5,Contact
818,81,293,4,Liar Liar
819,144,257,4,Contact
820,277,293,4,Liar Liar
821,386,293,2,Liar Liar
822,373,0,4,Toy Story
823,220,257,1,Contact
824,379,0,4,Toy Story
825,176,293,4,Liar Liar
826,405,49,5,Star Wars
827,448,285,4,"English Patient, The"
828,140,299,5,Air Force One
829,9,0,4,Toy Story
830,366,257,4,Contact
831,409,285,4,"English Patient, The"
832,290,180,5,Return of the Jedi
833,413,99,5,Fargo
834,94,285,5,"English Patient, The"
835,319,0,3,Toy Story
836,40,180,4,Return of the Jedi
837,266,293,3,Liar Liar
838,408,180,4,Return of the Jedi
839,324,99,4,Fargo
840,392,99,1,Fargo
841,237,257,3,Contact
842,38,299,3,Air Force One
843,443,49,5,Star Wars
844,48,99,4,Fargo
845,402,257,4,Contact
846,453,180,3,Return of the Jedi
847,159,0,4,Toy Story
848,336,120,5,Independence Day
849,159,49,4,Star Wars
850,250,287,4,Scream
851,395,0,4,Toy Story
852,279,287,5,Scream
853,182,293,3,Liar Liar
854,348,287,3,Scream
855,361,293,3,Liar Liar
856,128,287,1,Scream
857,407,257,3,Contact
858,372,99,3,Fargo
859,212,99,5,Fargo
860,269,180,4,Return of the Jedi
861,22,49,4,Star Wars
862,334,287,4,Scream
863,432,49,5,Star Wars
864,5,99,5,Fargo
865,338,0,5,Toy Story
866,124,49,5,Star Wars
867,191,257,5,Contact
868,413,293,2,Liar Liar
869,342,99,5,Fargo
870,450,293,5,Liar Liar
871,33,285,5,"English Patient, The"
872,200,99,4,Fargo
873,446,99,5,Fargo
874,269,257,3,Contact
875,255,120,5,Independence Day
876,40,285,4,"English Patient, The"
877,302,285,5,"English Patient, The"
878,273,180,5,Return of the Jedi
879,450,299,4,Air Force One
880,45,293,2,Liar Liar
881,371,285,5,"English Patient, The"
882,319,49,4,Star Wars
883,350,285,5,"English Patient, The"
884,217,99,4,Fargo
885,233,287,3,Scream
886,309,180,4,Return of the Jedi
887,120,180,5,Return of the Jedi
888,268,99,5,Fargo
889,390,299,2,Air Force One
890,28,293,4,Liar Liar
891,422,299,3,Air Force One
892,206,180,3,Return of the Jedi
893,12,257,4,Contact
894,14,299,4,Air Force One
895,437,49,5,Star Wars
896,379,299,3,Air Force One
897,27,257,5,Contact
898,455,293,1,Liar Liar
899,267,287,4,Scream
900,290,287,5,Scream
901,460,49,3,Star Wars
902,169,287,3,Scream
903,334,257,1,Contact
904,193,99,4,Fargo
905,63,299,3,Air Force One
906,198,0,1,Toy Story
907,136,120,5,Independence Day
908,49,287,4,Scream
909,249,49,5,Star Wars
910,303,293,4,Liar Liar
911,421,0,3,Toy Story
912,180,293,2,Liar Liar
913,362,257,3,Contact
914,436,49,5,Star Wars
915,421,99,4,Fargo
916,446,299,4,Air Force One
917,223,285,3,"English Patient, The"
918,3,299,5,Air Force One
919,80,0,4,Toy Story
920,275,257,5,Contact
921,332,299,4,Air Force One
922,298,287,3,Scream
923,41,0,5,Toy Story
924,69,180,4,Return of the Jedi
925,356,0,5,Toy Story
926,25,0,3,Toy Story
927,471,257,5,Contact
928,396,287,4,Scream
929,136,180,5,Return of the Jedi
930,280,287,4,Scream
931,326,0,4,Toy Story
932,306,285,3,"English Patient, The"
933,323,287,5,Scream
934,174,99,2,Fargo
935,135,285,5,"English Patient, The"
936,104,287,4,Scream
937,118,49,5,Star Wars
938,369,293,1,Liar Liar
939,199,0,5,Toy Story
940,26,49,3,Star Wars
941,415,257,5,Contact
942,451,120,5,Independence Day
943,25,299,4,Air Force One
944,465,180,4,Return of the Jedi
945,415,287,5,Scream
946,274,293,4,Liar Liar
947,62,257,3,Contact
948,274,49,4,Star Wars
949,388,49,5,Star Wars
950,407,299,3,Air Force One
951,402,180,4,Return of the Jedi
952,201,257,4,Contact
953,444,120,1,Independence Day
954,453,285,3,"English Patient, The"
955,23,299,4,Air Force One
956,393,287,4,Scream
957,423,293,5,Liar Liar
958,372,285,3,"English Patient, The"
959,117,287,5,Scream
960,177,299,5,Air Force One
961,80,99,3,Fargo
962,118,293,1,Liar Liar
963,43,0,4,Toy Story
964,444,49,2,Star Wars
965,332,293,3,Liar Liar
966,350,287,3,Scream
967,294,180,4,Return of the Jedi
968,200,287,4,Scream
969,100,180,4,Return of the Jedi
970,269,49,5,Star Wars
971,373,99,5,Fargo
972,255,0,5,Toy Story
973,446,287,4,Scream
974,254,99,3,Fargo
975,262,299,3,Air Force One
976,378,99,5,Fargo
977,424,287,5,Scream
978,421,49,4,Star Wars
979,167,120,4,Independence Day
980,1,257,3,Contact
981,411,287,4,Scream
982,114,120,3,Independence Day
983,464,49,4,Star Wars
984,204,299,3,Air Force One
985,203,299,3,Air Force One
986,139,293,3,Liar Liar
987,86,99,5,Fargo
988,421,180,4,Return of the Jedi
